"lon","lat","sampleid","SecondaryLabel","PLOTID","EMAIL","Confidence","ConfidenceReasoning","LC2000","ForestType2000","NonForestType2000","CropType2000","LC2018end","forestChangeEvent","Change1year","ChangeType1","DegradationDriver1","LossDriver1","SecondForestChangeEvent","Change2year","ChangeType2","DegradationDriver2","LossDriver2","ThirdForestChangeEvent","Change3year","ChangeType3","DegradationDriver3","LossDriver3","morethan3forestchanges","DescribeExtraChanges","ForestType2018","NonForestType2018","CropType2018","mixedLCpixel"
124.9060241,10.43361761,384,"","384","","82877320","non-forest"," it became barren but planted on 2018,leizeldelacruz@gmail.com,50,non-forest,,stable forest,stable non forest,stable non forest,,,, cashew,on 2016","stable forest","","","",NA,"","","","","","","","",NA,"","","","N/A non-forest entire time","","","","","82877320","","unsure"
124.9106055,6.923720137,515,"","515","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.9116835,11.92688711,640,"","640","","no","none","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
124.9267752,11.05615011,602,"","602","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
124.933782,7.229865985,572,"","572","","No","none","forest","inland forest","","",NA,"yes","","","multiple events ecologically possible","Conversion of forests (plantations,,,,non-forest,no,NA,,multiple events,2015,no,,,high, fishpond)"," agroforestry","","","","","","","multiple events ecologically possible",NA,"","","","Deforestation","","","perennial crop"
124.9372855,12.12577412,687,"","687","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.9434838,8.411060753,143,"","143","","no","","forest","inland forest","","","non-forest","yes","2016","Deforestation","","Forest / brush fire","no",NA,"",NA,"","",NA,"",NA,NA,"","","","shrubs","","Not Measured"
124.9445618,7.794457141,794,"","794","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
124.9542636,8.612642702,553,"","553","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
124.9550721,11.89131383,949,"","949","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.9558806,6.06699685,16,"","16","","no","ricefield","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","other (leave in note)","","Not Measured"
124.9612705,10.44035498,605,"","605","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.9658519,7.545713639,36,"","36","","stable non forest",""," But considering the location I go for non forest,kncabrera@alum.up.edu.ph,60,non-forest,NA,stable non forest,stable nonforest,no,,,grassland,non-forest,It appears to be planted with trees","148198299","","",NA,"","","","stable non forest",NA,"","","stable non forest",NA,"","","N/A non-forest entire time","medium","","","","","","stable non forest",NA,NA
124.9666604,11.40379812,891,"","891","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.9701638,8.461186745,556,"","556","","no","The area is in a gully","non-forest","","shrubs","shrubs","forest","yes","2005","Reforestation","","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
124.9787876,11.8977817,911,"","911","tgisorena@yahoo.com","medium","2003-clear defo, recovery in following years, 2012/2013-regrowth","forest","inland forest","","","forest","yes","2003","Deforestation","","unsure","yes","2013","Reforestation",NA,"","no",NA,"",NA,"","",NA,"inland forest","","","no"
124.9825606,10.27245985,110,"","110","","LabelPerennial-MapMulti","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
124.987681,11.89562574,715,"","715","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
124.9884894,11.14831725,598,"","598","","stable non forest",""," vacant lot and coconut,tgisorena@yahoo.com,31,non-forest,,deforested,stable nonforest Agroforestry,no,,,built-up,non-forest,In 2000 most likely area in a undeveloped part of property with mix of trees","16600300","","",NA,"","","","deforested epoch 1",NA,"","","Deforestation","","","","N/A non-forest entire time","high","","","","","","stable non forest",NA,NA
124.9909149,8.285476276,541,"","541","","no","none ","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
125.0068151,6.157816525,75,"","75","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
125.0097795,12.47962051,161,"","161","","no","none","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
125.012744,6.621077717,797,"","797","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
125.0162474,11.93335498,693,"","693","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
125.0219068,10.50449469,151,"","151","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.0221763,10.45059577,228,"","228","leizeldelacruz@gmail.com","high","","forest","inland forest","","","forest","no",NA,"","","","no",NA,"",NA,"","",NA,"",NA,"","",NA,"inland forest","","","no"
125.0240627,12.35457502,727,"","727","","no","none","forest","inland forest","","","non-forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
125.0332255,12.29636419,213,"","213","","",""," built-house"," annual and perennial crop,,14083476,stable non forest,No,,NA,,,Mix of river","","","high","stable non forest",NA,"","","non-forest","other (leave in note)","","","multiple events noise","stable nonforest","N/A non-forest entire time",NA,"yes","","","","","non-forest","stable non forest","38230058",""
125.034573,7.038794324,255,"","255","","","","","stable non forest","","","","","","",""," cashew",NA,"","","","148198299","","",""," cashew","","",NA,"","N/A non-forest entire time",""," rambutan durian),fruit trees (mango"
125.0542461,11.80642303,469,"","469","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
125.0593665,12.43434542,53,"","53","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
125.0647564,11.65550606,776,"","776","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.0650259,11.78648043,80,"","80","","LabelPerennial-MapREF1","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
125.0655649,7.713069777,147,"","147","","no","wasnt sure if it is a 100% forest. I think some crowns look like mangoes","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
125.0693378,6.788703349,813,"","813","","LabelPerennial-MapNONFOREST","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
125.0879329,7.237142339,131,"","131","","LabelPerennial-MapMulti","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","banana","Not Measured"
125.0884719,11.67275372,130,"","130","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
125.0890109,8.041853171,792,"","792","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.1062586,11.34747375,933,"","933","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
125.1116485,12.10583152,550,"","550","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.1138044,5.978602626,104,"","104","","no","Fishpond","non-forest","","other (leave in note)","other (leave in note)","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","other (leave in note)","","Not Measured"
125.1297046,7.179470498,106,"","106","","no","change in cover was observed in 2018 as per NDFI","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","open/barren","","Not Measured"
125.1372505,8.516433135,758,"","758","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
125.1650084,11.58355101,243,"","243","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.1685118,7.394257682,368,"","368","","","Deforestation","non-forest","","","",NA,"non-forest","","","multiple events noise","2016","2010","","","","Conversion of forests (plantations,14083476,multiple events,No,,NA,,yes,The time skip in google images far. 1st image is 2003 then the next one is 2015. Lc changes looks abrupt to to the missing years,multiple events,shrubs,multiple events noise,yes,Deforestation, fishpond)","","shrubs","multiple events noise","","","","","Reforestation","no",""," agroforestry"
125.1787526,7.222589632,576,"","576","tgisorena@yahoo.com","high","none","forest","inland forest","","","non-forest","yes","2011","Deforestation","","Conversion of forests (plantations, agroforestry, fishpond)","no",NA,"",NA,"","",NA,"",NA,"","",NA,"","annual crop","","no"
125.1795611,6.922372664,749,"","749","","LabelPerennial-MapDEF23","none","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","unsure","no"
125.1841425,11.49812123,628,"","628","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.1900714,8.684328262,411,"","411","","no","","non-forest","","shrubs","shrubs","forest","yes","2010","Reforestation","","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.2172903,8.024875012,409,"","409","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
125.2313041,6.756363999,945,"","945","","","","","Deforestation","","","","","","",""," cashew",NA,"","","","17853423","","",""," cashew","","",NA,"","N/A non-forest entire time",""," rambutan durian),fruit trees (mango"
125.2485517,6.799483133,594,"","594","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
125.2488212,11.92338368,787,"","787","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
125.2504382,12.37909903,953,"","953","","LabelPerennial-MapDEF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
125.2509772,12.25189758,791,"","791","","No","","forest","inland forest","","",NA,"yes","","","multiple events noise","Conversion of forests (plantations,,,,non-forest,no,NA,,multiple events,2002,no,,,medium, fishpond)"," agroforestry","","","","","","","multiple events noise",NA,"","","","Deforestation","","","perennial crop"
125.2534026,7.266517249,798,"","798","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","yes"
125.2641824,10.00539072,28,"","28","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
125.2897844,11.42805263,587,"","587","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.2946353,7.288615805,444,"","444","","no","adjacent to annual cropland","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.2967913,8.61722411,841,"","841","tgisorena@yahoo.com","high","2000 Forest, 2013-Defo, 2016 majority shrub but a portion may pass as 10% forest","forest","inland forest","","","forest","yes","2013","Deforestation","","Kaingin making","yes","2016","Reforestation",NA,"","no",NA,"",NA,"","",NA,"inland forest","","","no"
125.3016422,6.845027718,817,"","817","","LabelPerennial-MapREF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
125.3021811,5.969978799,611,"","611","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
125.3024506,12.10960444,68,"","68","","No","","forest","inland forest","","","","yes","stable forest","","","stable forest"," fishpond),Deforestation,,82877320,Deforestation, agroforestry,no,,Conversion of forests (plantations","","medium","","","stable forest","no","2014",NA,"","",NA,"Not Measured","","","perennial crop"
125.3073015,7.05442501,73,"","73","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
125.3073015,7.802811474,496,"","496","","no","grasskabd and shrubland mixed","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","yes"
125.30811,11.15909704,248,"","248","","no","","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
125.3105355,7.764273748,579,"","579","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.3267051,6.660962916,936,"","936","","no","","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","yes"
125.3285916,8.864350645,291,"Multiple events","291","","no","","forest","inland forest","","","forest","yes","2012","Degradation","Unsure","","yes","2016","Deforestation","","Legal / illegal logging / poaching","yes","2017","Reforestation",NA,"","no","","inland forest","","","no"
125.3361375,8.404862377,905,"","905","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.3463783,8.886449201,601,"","601","","no","In some years in looks like forest in some are just shrubs","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
125.3544631,7.053616527,747,"","747","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.3563496,12.23060751,963,"","963","","no","plot has portion with built up and perennial crop","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","yes"
125.3563496,6.20336111,489,"","489","","stable forest",""," open/barren or perennial ,kncabrera@alum.up.edu.ph,41,forest,,reforested,stable forest,no,inland forest,,,forest,Identified is as forest as the plot fell in a tree dense area. Buat the surrounding area is either grassland","4822662","","",NA,"","","","reforested epoch 1",NA,"","","Reforestation","","","","no","medium","","","","","","stable forest",NA,NA
125.357158,7.875575012,74,"","74","","no","The plot started as a plantation and started to recover and increase vegetation on 2004.","non-forest","","perennial crop","perennial crop","forest","yes","2004","Reforestation","","","no",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
125.3590445,8.497029525,968,"","968","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.360931,5.698058763,486,"","486","","No","","forest","inland forest","","",NA,"yes","","","deforested epoch 2 & 3","Conversion of forests (plantations,,,,non-forest,no,NA,,deforested,2016,yes,,,medium, fishpond)"," agroforestry","","","","","","","Deforestation",NA,"","","","Deforestation","","","shrubs"
125.3655124,11.22512321,403,"","403","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.3660514,7.647313098,784,"","784","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
125.3679378,8.266072666,888,"","888","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.3682073,5.653322662,855,"","855","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
125.3741362,8.067724651,721,"","721","","no","mix annual and perennial ","non-forest","","shrubs","shrubs","non-forest","yes","2015","Reforestation","","","no",NA,"","","","",NA,"",NA,"","","","","perennial crop","unsure","yes"
125.3752142,12.29744217,934,"","934","","no","","forest","mangrove forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","mangrove forest","","","no"
125.3814125,8.881598298,159,"","159","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
125.3851855,6.0993362,456,"","456","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
125.3911144,6.470699739,871,"","871","","no","","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
125.3981212,7.555415444,950,"","950","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.4008162,7.016965263,581,"","581","","no","none","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
125.4035111,8.072306059,309,"","309","","no","identified as a forest; vegetation is not as course as the closed forest but adjacent areas are; tree species may not have a greener and wider crown","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.4097095,5.841699377,430,"","430","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
125.4142909,12.09424325,117,"","117","","LabelPerennial-MapFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","perennial crop","coconut / other palm","Not Measured"
125.4164468,11.68919289,630,"","630","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
125.4194113,8.827429887,763,"","763","","no","strip of forest cover","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.4264181,12.0268696,588,"","588","","no","Mix of coconut and shrubs","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
125.4396234,11.24668278,351,"","351","","LabelPerennial-MapDEF23","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
125.4444743,8.73768819,357,"","357","","no","Not that much available google images. Eatliest is 2005 and the remaining Years onward are cloudy images","forest","inland forest","","","forest","yes","2005","Deforestation","","Legal / illegal logging / poaching","yes","2016","Reforestation","","","no",NA,"",NA,"","","","inland forest","","","yes"
125.4460913,7.297778621,736,"","736","","","Reforestation"," then in 2013 the tree crown cover is very obvious so I identified it as reforestation but in 2016 the canopy cover was thinned out that's why I labeled it degradation. But in 2018"," there are obvious coconut planted (based on the star-like shape of the canopy) inside the plot. The plot is covered with other trees and coconut trees in 2018. So I inferred that the degradation in 2016 was done so they can plant coconut.,Degradation,Reforestation,Degradation,multiple events,,,,, It is shrubland from 2000","","","","26644240","","",NA,"no","","","","","multiple events ecologically possible","","no","yes"," agroforestry","","","","","reforested","21821578","reforested epoch 2 & 3"
125.4560626,6.19042537,207,"","207","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.4566015,7.688815264,414,"","414","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.459027,11.74713422,837,"","837","","stable non forest",""," grassland,perezazisah@gmail.com,80,non-forest,,multiple events,stable nonforest Agroforestry,no,,,perennial crop,non-forest,with pool","24146582","","",NA,"","","","multiple events ecologically possible",NA,"","","multiple events ecologically possible","","","","N/A non-forest entire time","medium","","","","","","stable non forest",NA,NA
125.4652254,6.341611832,261,"","261","","no","images on 2004 shows some vegetation but not sure if it is shrub or some annual crop","non-forest","","open/barren","open/barren","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","open/barren","","no"
125.4676508,6.325981147,918,"","918","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
125.4716932,12.07726509,642,"","642","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
125.4746577,8.806409309,136,"","136","tgisorena@yahoo.com","high","2000-Forest, Defo-2014, Refo-2018 (most likely Falcata moluccana - common tree plantation species planted in Agusan area)","forest","inland forest","","","forest","yes","2014","Deforestation","","Unsure","yes","2018","Reforestation",NA,"","no",NA,"",NA,NA,"",NA,"inland forest","","","Not Measured"
125.4770831,6.295528258,231,"","231","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.4886714,11.26689487,272,"","272","","LabelPerennial-MapMultiNoise","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","no"
125.4994512,9.742094509,56,"","56","","no","none","non-forest","","annual crop","annual crop","non-forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","annual crop","","Not Measured"
125.5034936,8.6077918,755,"","755","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.5105005,7.571585119,339,"","339","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.5121174,6.491181327,930,"","930","","no","","non-forest","","grassland","grassland","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","no"
125.5374499,10.2999483,754,"","754","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.5374499,7.982564362,913,"","913","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.5387974,7.689084759,668,"","668","","no","none","non-forest","","shrubs","shrubs","forest","yes","2014","Reforestation","","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.5463432,8.80236689,57,"","57","","LabelPerennial-MapNONFOREST","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","shrubs","","Not Measured"
125.5522721,9.532697216,821,"","821","","no","none","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
125.5614349,11.36472141,983,"","983","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.5630519,7.839462737,392,"","392","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.5735622,7.377279524,400,"","400","","no","looks like a swamp","forest","mangrove forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","mangrove forest","","","no"
125.583803,8.667080608,50,"","50","","no","","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","","built-up","","Not Measured"
125.6139864,11.33265155,618,"","618","","no","none","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","shrubs","","no"
125.6139864,5.897484756,206,"Degradation","206","","no","","forest","inland forest","","","forest","yes","2005","Degradation","Unsure","","no",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.6153338,9.152709851,55,"","55","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
125.6255746,9.052996855,772,"","772","","LabelPerennial-MapREF1","","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","perennial crop","coconut / other palm","yes"
125.63339,10.19511491,44,"","44","","no","Plot is in Dinagat Island where trees has stunted growth (the reason for low NDVI Values) but crown cover is intact thru years","forest","inland forest","","","forest","no",NA,"","","","",NA,"",NA,"","",NA,"",NA,NA,"","","inland forest","","","Not Measured"
125.6377019,6.338108403,362,"","362","","LabelPerennial-MapNONFOREST","Lateast land cover shows mixed shrubs and grassland","non-forest","","perennial crop","perennial crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","grassland","","yes"
125.6414748,7.537898296,301,"","301","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
125.6441698,8.621536024,761,"","761","tgisorena@yahoo.com","high","","forest","inland forest","","","non-forest","yes","2012","Deforestation","","Kaingin making","no",NA,"",NA,"","",NA,"",NA,"","",NA,"","annual crop","","no"
125.6495597,7.147670137,799,"","799","","no","none","non-forest","","built-up","built-up","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","built-up","","no"
125.6538716,11.17041581,451,"","451","","no","forest change from shrub to  agroforestry","non-forest","","shrubs","shrubs","non-forest","yes","2014","Reforestation","","","no",NA,"","","","",NA,"",NA,"","","","","perennial crop","unsure","no"
125.682977,8.202471944,716,"","716","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.684055,8.044009127,245,"","245","","no","","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.6872889,9.110129707,622,"","622","","no","none","forest","inland forest","","","forest","no",NA,"","","","",NA,"","","","",NA,"",NA,"","","","inland forest","","","no"
125.706962,7.87018512,739,"","739","","no","In 2001 half was shrub and half cleared area","non-forest","","shrubs","shrubs","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","yes"
125.7123519,8.532872305,592,"","592","","no","","non-forest","","annual crop","annual crop","non-forest","N/A non-forest entire time",NA,"","","","",NA,"","","","",NA,"",NA,"","","","","annual crop","","no"
